"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"80","Tajae Sharpe (ATL)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","1.3%"
"81","Tyler Boyd (CIN)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","65.4%"
"82","Albert Wilson (MIA)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.2%"
"83","Jarvis Landry (CLE)","3","5","11","3.7","7","0","0","1","0","0","0","1","1.1","1.1","76.1%"
"84","Isaiah McKenzie (BUF)","2","2","10","5.0","9","0","0","0","0","0","0","1","1.0","1.0","0.2%"
"85","Andre Roberts (LAC)","0","0","0","0","0","0","0","1","9","0","0","1","0.9","0.9","0.1%"
"86","Quez Watkins (PHI)","2","3","9","4.5","7","0","0","0","0","0","0","1","0.9","0.9","1.4%"
"87","Jakobi Meyers (NE)","1","4","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","63.8%"
"88","Kadarius Toney (NYG)","1","1","9","9.0","9","0","0","1","-2","0","0","1","0.7","0.7","30.5%"
"89","Dezmon Patmon (IND)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"90","Willie Snead IV (CAR)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"91","Braxton Berrios (NYJ)","2","3","5","2.5","5","0","0","0","0","0","0","1","0.5","0.5","0.2%"
"92","Mohamed Sanu Sr. (SF)","1","3","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"93","Chris Moore (HOU)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"94","Robby Anderson (CAR)","1","3","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","40.1%"
"95","Demarcus Robinson (KC)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.8%"
"96","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Penny Hart (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Scotty Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"101","Derrick Dillon (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
